Status,Guidance,Ship Name,Manufacturer,Primary Category,Subcategories,Career,Role,Crew Min,Crew Max,"Crew
Compliment",Commander,Pilot,Copilot,Chief Engineer,Engineering Assistant,Primary Turret Gunner,Turret Gunner,Remote Turret Gunner,Marine Lead,Marine Rifleman,Marine Medic,Mining/Salvage/Refueling: Operator,Cargo Logistics,Scanning Operator,Torpedo Operator,Hangar Operations,Doctor (Infirmary),Source Hints,Variants,Notes,Filter Ship Name,Filter Manufacturer,Filter Primary Category,Filter Subcategories,Filter Career,Filter Role,Filter Use Ship?,Filter Review Status,Filter Guidance,Filter Variants,Ship Block,Filter Crew Min,Filter Crew Max
,Small: verify added positions.,F7C-R Hornet Tracker Mk I,Anvil Aerospace,small,exploration,Exploration,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,F7C-R Hornet Tracker Mk I,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-R Hornet Tracker Mk II,Anvil Aerospace,small,"scanning, exploration",Combat,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: scanning, exploration",F7C-R Hornet Tracker Mk II,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-R Hornet Tracker Mk II,Anvil Aerospace,small,"scanning, exploration",Combat,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,F7C-R Hornet Tracker Mk II,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-R Hornet Tracker Mk II,Anvil Aerospace,small,"scanning, exploration",Combat,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,F7C-R Hornet Tracker Mk II,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk I,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: stealth,F7C-S Hornet Ghost Mk I,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk I,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,F7C-S Hornet Ghost Mk I,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk I,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Full,,1,,,,,,,,,,,,,,,,,F7C-S Hornet Ghost Mk I,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk II,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: stealth,F7C-S Hornet Ghost Mk II,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk II,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,F7C-S Hornet Ghost Mk II,,,,,,,,,,,,,,
,Small: verify added positions.,F7C-S Hornet Ghost Mk II,Anvil Aerospace,small,stealth,Combat,Stealth Fighter,,,Full,,1,,,,,,,,,,,,,,,,,F7C-S Hornet Ghost Mk II,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8A Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,F8A Lightning,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8A Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,F8A Lightning,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8A Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,F8A Lightning,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"F8C Lightning, F8C Lightning, F8C Lightning Executive Edition, F8C Lightning Wikelo Sneak Special, F8C Lightning Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"F8C Lightning, F8C Lightning, F8C Lightning Executive Edition, F8C Lightning Wikelo Sneak Special, F8C Lightning Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"F8C Lightning, F8C Lightning, F8C Lightning Executive Edition, F8C Lightning Wikelo Sneak Special, F8C Lightning Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning PYAM Exec,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"F8C Lightning PYAM Exec, F8C Lightning PYAM Exec",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning PYAM Exec,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"F8C Lightning PYAM Exec, F8C Lightning PYAM Exec",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,F8C Lightning PYAM Exec,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"F8C Lightning PYAM Exec, F8C Lightning PYAM Exec",,,,,,,,,,,,,,
,Small: verify added positions.,Fortune,Musashi Industrial & Starflight Concern,small,salvage,Industrial,Light Salvage,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 16 SCU cargo; Tags: salvage,"Fortune, Fortune Wikelo Special",,,,,,,,,,,,,,
,Small: verify added positions.,Fortune,Musashi Industrial & Starflight Concern,small,salvage,Industrial,Light Salvage,,,Standard,,1,,,,,,,,,,,,,,,,,"Fortune, Fortune Wikelo Special",,,,,,,,,,,,,,
,Small: verify added positions.,Fortune,Musashi Industrial & Starflight Concern,small,salvage,Industrial,Light Salvage,,,Full,,1,,,,,,,,,,,,,,,,,"Fortune, Fortune Wikelo Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer,Musashi Industrial & Starflight Concern,medium,"cargo_transport, exploration",Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; 66 SCU cargo; Tags: cargo_transport, exploration",Freelancer,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer,Musashi Industrial & Starflight Concern,medium,"cargo_transport, exploration",Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Freelancer,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer,Musashi Industrial & Starflight Concern,medium,"cargo_transport, exploration",Transporter,Light Freight,,,Full,,1,,,,,1,,,,,,,,,,,,Freelancer,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer DUR,Musashi Industrial & Starflight Concern,medium,"scanning, cargo_transport, exploration",Exploration,Expedition,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; 36 SCU cargo; Tags: scanning, cargo_transport, exploration",Freelancer DUR,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer DUR,Musashi Industrial & Starflight Concern,medium,"scanning, cargo_transport, exploration",Exploration,Expedition,,,Standard,,1,,,,,,,,,,,,,,,,,Freelancer DUR,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer DUR,Musashi Industrial & Starflight Concern,medium,"scanning, cargo_transport, exploration",Exploration,Expedition,,,Full,,1,,,,,1,,,,,,,1,,,,,Freelancer DUR,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 manned turret source hints; 120 SCU cargo; Tags: cargo_transport,Freelancer MAX,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Freelancer MAX,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Freelancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Full,,1,,,,,1,,,,,,,,,,,,Freelancer MAX,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Freelancer MIS,Musashi Industrial & Starflight Concern,medium,cargo_transport,Combat,Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 manned turret source hints; 36 SCU cargo; Tags: cargo_transport,Freelancer MIS,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Freelancer MIS,Musashi Industrial & Starflight Concern,medium,cargo_transport,Combat,Gunship,,,Standard,,1,,,,,,,,,,,,,,,,,Freelancer MIS,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Freelancer MIS,Musashi Industrial & Starflight Concern,medium,cargo_transport,Combat,Gunship,,,Full,,1,,,,,1,,,,,,,,,,,,Freelancer MIS,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury,Mirai,snub_fighter,,Combat,Snub Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Fury,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury,Mirai,snub_fighter,,Combat,Snub Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Fury,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury,Mirai,snub_fighter,,Combat,Snub Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Fury,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury LX,Mirai,snub_fighter,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Fury LX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury LX,Mirai,snub_fighter,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,Fury LX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury LX,Mirai,snub_fighter,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,Fury LX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury MX,Mirai,snub_fighter,bomber,Combat,Snub Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: bomber,Fury MX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury MX,Mirai,snub_fighter,bomber,Combat,Snub Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Fury MX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Fury MX,Mirai,snub_fighter,bomber,Combat,Snub Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Fury MX,,,,,,,,,,,,,,
,Small: verify added positions.,Gladiator,Anvil Aerospace,small,"bomber, cargo_transport",Combat,Bomber,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; Tags: bomber, cargo_transport",Gladiator,,,,,,,,,,,,,,
,Small: verify added positions.,Gladiator,Anvil Aerospace,small,"bomber, cargo_transport",Combat,Bomber,,,Standard,,1,,,,,1,,,,,,,,,,,,Gladiator,,,,,,,,,,,,,,
,Small: verify added positions.,Gladiator,Anvil Aerospace,small,"bomber, cargo_transport",Combat,Bomber,,,Full,,1,,,,,1,,,,,,,,,,,,Gladiator,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Gladius,Aegis Dynamics,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Gladius, Gladius Pirate, Gladius Valiant",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Gladius,Aegis Dynamics,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"Gladius, Gladius Pirate, Gladius Valiant",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Gladius,Aegis Dynamics,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"Gladius, Gladius Pirate, Gladius Valiant",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Glaive,Esperia,medium_fighter,,Combat,Medium Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Glaive,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Glaive,Esperia,medium_fighter,,Combat,Medium Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Glaive,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Glaive,Esperia,medium_fighter,,Combat,Medium Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Glaive,,,,,,,,,,,,,,
,Small: verify added positions.,Golem,Drake Interplanetary,small,mining,Industrial,Starter / Light Mining,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: mining,"Golem, Golem Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Golem,Drake Interplanetary,small,mining,Industrial,Starter / Light Mining,,,Standard,,1,,,,,,,,,,,,,,,,,"Golem, Golem Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Golem,Drake Interplanetary,small,mining,Industrial,Starter / Light Mining,,,Full,,1,,,,,,,,,,,,,,,,,"Golem, Golem Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Golem OX,Drake Interplanetary,small,cargo_transport,Industrial,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 64 SCU cargo; Tags: cargo_transport,Golem OX,,,,,,,,,,,,,,
,Small: verify added positions.,Golem OX,Drake Interplanetary,small,cargo_transport,Industrial,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Golem OX,,,,,,,,,,,,,,
,Small: verify added positions.,Golem OX,Drake Interplanetary,small,cargo_transport,Industrial,Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Golem OX,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Guardian, Guardian Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"Guardian, Guardian Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"Guardian, Guardian Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian MX,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Guardian MX, Guardian MX Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian MX,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"Guardian MX, Guardian MX Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian MX,Mirai,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"Guardian MX, Guardian MX Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian QI,Mirai,heavy_fighter,interdiction,Combat,Interdiction,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: interdiction,"Guardian QI, Guardian QI Wikelo Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian QI,Mirai,heavy_fighter,interdiction,Combat,Interdiction,,,Standard,,1,,,,,,,,,,,,,,,,,"Guardian QI, Guardian QI Wikelo Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Guardian QI,Mirai,heavy_fighter,interdiction,Combat,Interdiction,,,Full,,1,,,,,,,,,,,,,,,,,"Guardian QI, Guardian QI Wikelo Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hammerhead,Aegis Dynamics,large,"Anti-fighter, anti-missile & torpedo ",Combat,Heavy Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-8; 6 manned turret source hints; 64 SCU cargo,"Hammerhead, Hammerhead",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hammerhead,Aegis Dynamics,large,"Anti-fighter, anti-missile & torpedo ",Combat,Heavy Gunship,,,Standard,,1,,,,,4,,,,,,,,,,,,"Hammerhead, Hammerhead",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hammerhead,Aegis Dynamics,large,"Anti-fighter, anti-missile & torpedo ",Combat,Heavy Gunship,,,Full,,1,,1,1,,6,,,,,,,,,,,,"Hammerhead, Hammerhead",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Hawk,Anvil Aerospace,light_fighter,Bounty hunter,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Hawk,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Hawk,Anvil Aerospace,light_fighter,Bounty hunter,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Hawk,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Hawk,Anvil Aerospace,light_fighter,Bounty hunter,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Hawk,,,,,,,,,,,,,,
,Small: verify added positions.,Herald,Drake Interplanetary,small,"cargo_transport, data_runner",Transporter,Medium Data,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: cargo_transport, data_runner",Herald,,,,,,,,,,,,,,
,Small: verify added positions.,Herald,Drake Interplanetary,small,"cargo_transport, data_runner",Transporter,Medium Data,,,Standard,,1,,,,,,,,,,,,,,,,,Herald,,,,,,,,,,,,,,
,Small: verify added positions.,Herald,Drake Interplanetary,small,"cargo_transport, data_runner",Transporter,Medium Data,,,Full,,1,,,,,,,,,,,,1,,,,,Herald,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hermes,Roberts Space Industries,medium,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,0,,,,,,,,,,0,,,,,Crew 2-2; 288 SCU cargo; Tags: cargo_transport,Hermes,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hermes,Roberts Space Industries,medium,cargo_transport,Transporter,Medium Freight,,,Standard,,1,1,,,,,,,,,,1,,,,,,Hermes,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hermes,Roberts Space Industries,medium,cargo_transport,Transporter,Medium Freight,,,Full,,1,1,,,,,,,,,,1,,,,,,Hermes,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,HoverQuad,Consolidated Outland,ground_vehicle,exploration,Exploration,Hoverbike,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,HoverQuad,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,HoverQuad,Consolidated Outland,ground_vehicle,exploration,Exploration,Hoverbike,,,Standard,,1,,,,,,,,,,,,,,,,,HoverQuad,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,HoverQuad,Consolidated Outland,ground_vehicle,exploration,Exploration,Hoverbike,,,Full,,1,,,,,,,,,,,,,,,,,HoverQuad,,,,,,,,,,,,,,
,Small: verify added positions.,Hull A,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 64 SCU cargo; Tags: cargo_transport,Hull A,,,,,,,,,,,,,,
,Small: verify added positions.,Hull A,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Hull A,,,,,,,,,,,,,,
,Small: verify added positions.,Hull A,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Hull A,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hull B,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 512 SCU cargo; Tags: cargo_transport,Hull B,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hull B,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Standard,,1,,,,,1,,,,,,,,,,,,Hull B,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Hull B,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Full,,1,,,,,1,,,,,,1,,,,,,Hull B,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Hull C,Musashi Industrial & Starflight Concern,large,cargo_transport,Transporter,Heavy Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 4608 SCU cargo; Tags: cargo_transport,Hull C,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Hull C,Musashi Industrial & Starflight Concern,large,cargo_transport,Transporter,Heavy Freight,,,Standard,,1,,,,,1,,,,,,,,,,,,Hull C,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Hull C,Musashi Industrial & Starflight Concern,large,cargo_transport,Transporter,Heavy Freight,,,Full,,1,,,,,2,,,,,,1,,,,,,Hull C,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Hurricane,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 manned turret source hints,Hurricane,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Hurricane,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,1,,,,,,,,,,,,Hurricane,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Hurricane,Anvil Aerospace,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,1,,,,,,,,,,,,Hurricane,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-M,Aegis Dynamics,capital,bomber,Combat,Frigate,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 8 manned turret source hints; 1326 SCU cargo; Medical tier T3; Tags: bomber,Idris-M,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-M,Aegis Dynamics,capital,bomber,Combat,Frigate,,,Standard,,1,,1,,1,2,,,,,,,,,,,,Idris-M,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-M,Aegis Dynamics,capital,bomber,Combat,Frigate,,,Full,1,1,,1,2,1,6,4,1,2,,,,,,1,1,,Idris-M,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-P,Aegis Dynamics,capital,,Combat,Frigate,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 8 manned turret source hints; 1374 SCU cargo; Medical tier T3,"Idris-P, Idris-P, Idris-P, Idris-P Wikelo War Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-P,Aegis Dynamics,capital,,Combat,Frigate,,,Standard,,1,,1,,1,2,,,,,,,,,,,,"Idris-P, Idris-P, Idris-P, Idris-P Wikelo War Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Idris-P,Aegis Dynamics,capital,,Combat,Frigate,,,Full,1,1,,1,2,1,7,4,1,2,,,,,,1,1,,"Idris-P, Idris-P, Idris-P, Idris-P Wikelo War Special",,,,,,,,,,,,,,
,Small: verify added positions.,Intrepid,Crusader Industries,small,cargo_transport,Starter,Starter / Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 8 SCU cargo; Tags: cargo_transport,"Intrepid, Intrepid Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Intrepid,Crusader Industries,small,cargo_transport,Starter,Starter / Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,"Intrepid, Intrepid Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Intrepid,Crusader Industries,small,cargo_transport,Starter,Starter / Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,"Intrepid, Intrepid Wikelo Work Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad,Drake Interplanetary,large,cargo_transport,Transporter,Heavy Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 7-7; 2 manned turret source hints; 3 remote turret source hints; 2200 SCU cargo; Tags: cargo_transport,Ironclad,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad,Drake Interplanetary,large,cargo_transport,Transporter,Heavy Freight,,,Standard,,1,,,,,2,,,,,,,,,,,,Ironclad,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad,Drake Interplanetary,large,cargo_transport,Transporter,Heavy Freight,,,Full,,1,,1,1,1,2,2,,,,,1,,,,,,Ironclad,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad Assault,Drake Interplanetary,large,"troop_transport, cargo_transport",Combat,Heavy Dropship,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 7-7; 3 manned turret source hints; 5 remote turret source hints; 1440 SCU cargo; Tags: troop_transport, cargo_transport",Ironclad Assault,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad Assault,Drake Interplanetary,large,"troop_transport, cargo_transport",Combat,Heavy Dropship,,,Standard,,1,,,,1,2,,,,,,,,,,,,Ironclad Assault,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Ironclad Assault,Drake Interplanetary,large,"troop_transport, cargo_transport",Combat,Heavy Dropship,,,Full,,1,,1,1,1,3,2,1,2,1,,1,,,,,,Ironclad Assault,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Khartu-al,Aopoa,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Khartu-al,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Khartu-al,Aopoa,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Khartu-al,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Khartu-al,Aopoa,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Khartu-al,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,L-21 Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"L-21 Wolf, L-21 Wolf Wikelo Sneak Special, L-21 Wolf Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,L-21 Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"L-21 Wolf, L-21 Wolf Wikelo Sneak Special, L-21 Wolf Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,L-21 Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"L-21 Wolf, L-21 Wolf Wikelo Sneak Special, L-21 Wolf Wikelo War Special",,,,,,,,,,,,,,
